subregion,region,FIPS,geometry
Madison,Nebraska,31119,"list(list(c(-97.8292984529398, -97.8358017248342, -97.8351557284625, -97.3658917900776, -97.3628624452636, -97.8292984529398, 41.7366356108422, 41.9185716045514, 42.0839829385458, 42.0880053667957, 41.7424781222137, 41.7366356108422)))"
Grant,Nebraska,31075,"list(list(c(-101.989520992638, -102.063970494459, -102.063633975418, -102.006839342041, -102.008044303998, -101.427493063156, -101.430930416584, -101.989520992638, 41.7353389557352, 41.7368489398766, 42.0015763880723, 42.0040830301284, 42.0853706651541, 42.0831810120153, 41.7389787593499, 41.7353389557352)))"
Loup,Nebraska,31115,"list(list(c(-99.6799693213105, -99.6840230910043, -99.6617292744378, -99.231891577325, -99.2195621123315, -99.2196854577494, -99.6799693213105, 41.7374909473373, 42.0799955816305, 42.0810408835382, 42.0833048236696, 42.082179536325, 41.7374294559425, 41.7374909473373)))"
Hooker,Nebraska,31091,"list(list(c(-101.408789525542, -101.430930416584, -101.427493063156, -100.845116196159, -100.83970847609, -101.408789525542, 41.7371517862911, 41.7389787593499, 42.0831810120153, 42.0819988956395, 41.7386693338223, 41.7371517862911)))"
Garfield,Nebraska,31071,"list(list(c(-98.7538698034455, -99.2098660538787, -99.2196854577494, -99.2195621123315, -98.7557296202652, -98.7538698034455, 41.7360621919297, 41.7368039221663, 41.7374294559425, 42.082179536325, 42.0818041642552, 41.7360621919297)))"
Thomas,Nebraska,31171,"list(list(c(-100.708059647737, -100.83970847609, -100.845116196159, -100.266478389317, -100.262623080898, -100.708059647737, 41.7379258422484, 41.7386693338223, 42.0819988956395, 42.0786856646894, 41.738504648781, 41.7379258422484)))"
Wheeler,Nebraska,31183,"list(list(c(-98.7538698034455, -98.7557296202652, -98.2906031150979, -98.2897390755241, -98.2871967922889, -98.7538698034455, 41.7360621919297, 42.0818041642552, 42.0815462319429, 41.912038079098, 41.7388873252203, 41.7360621919297)))"
Blaine,Nebraska,31009,"list(list(c(-100.262623080898, -100.266478389317, -100.163800400172, -99.6840230910043, -99.6799693213105, -100.250949817672, -100.262623080898, 41.738504648781, 42.0786856646894, 42.0808411271622, 42.0799955816305, 41.7374909473373, 41.7374862331697, 41.738504648781)))"
Dutchess,New York,36027,"list(list(c(-73.5171473998653, -73.5303920868235, -73.5886366116563, -73.9284759281206, -73.9812046178547, -73.9989739732251, -73.9946782786671, -73.9553855364047, -73.9405303654687, -73.9497315917368, -73.9410408942773, -73.9607328011592, -73.9365293840911, -73.9025239175054, -73.7321778861267, -73.53224506551, -73.5268568755644, -73.4842302843442, -73.5171473998653, 41.6656861453381, 41.5227455387049, 41.5265715260374, 41.4909002487597, 41.4396346605113, 41.4559730329004, 41.5295012516835, 41.5875951303697, 
41.7287731563652, 41.7705438930499, 41.8622563139511, 41.9122094468604, 42.0779599419009, 42.0797566095966, 42.0068513861917, 41.9826704520767, 42.0489537723369, 42.0474280397675, 41.6656861453381)))"
Barnstable,Massachusetts,25001,"list(list(c(-70.6197608915543, -70.6245983527567, -70.5377047954076, -70.4235117007697, -70.2738341342202, -70.341127218817, -70.2052596249039, -70.0192146901989, -70.0004479516573, -70.1004972484288, -70.255148158176, -70.1350904836458, -70.0504709682158, -69.9641706707263, -69.9177797907847, -69.9544232744704, -70.3976166227938, -70.4329188998986, -70.637139074623, -70.6648878047378, -70.6197608915543, 41.7356362073135, 41.7613162985256, 41.8057619885906, 41.7436223698367, 41.7216630001488, 41.7118130836988, 
41.7125733079775, 41.7815193558646, 41.8563503944354, 42.0021938922224, 42.0601192523683, 42.0724940977002, 42.0262987262034, 41.9040941886709, 41.7676537974939, 41.671495139496, 41.6125715673143, 41.5697558913501, 41.5398046606947, 41.5561271292436, 41.7356362073135)))"
Burt,Nebraska,31021,"list(list(c(-96.552184710244, -96.54884796026, -96.3059658092573, -96.3016096593853, -96.2654831282091, -96.2387254611727, -96.2360928834967, -96.2028425125899, -96.1852176904895, -96.1473284232635, -96.1458707612019, -96.1599702148106, -96.1356235595735, -96.0764171373364, -96.0993209982713, -96.099771175374, -96.0855573384461, -96.122202324449, -96.1202644389418, -96.4387017971825, -96.4414638849571, -96.552184710244, 41.7438465259153, 42.0178929509608, 42.023354236406, 42.0486535161243, 42.0488969433056, 
42.028438181228, 42.001258104054, 41.9966156332561, 41.9806854766977, 41.9662544772366, 41.9249070831621, 41.9041513803305, 41.8626208071726, 41.7914690986985, 41.7529750711161, 41.7315636845574, 41.7049872798549, 41.6949130519142, 41.6840948661632, 41.685781450275, 41.741356720172, 41.7438465259153)))"
Litchfield,Connecticut,9005,"list(list(c(-73.0060955258547, -73.0286493986992, -72.8859582285159, -72.9174082018362, -72.9458059847611, -72.9612791260836, -72.9369098842852, -72.9539317591706, -73.0181051527087, -72.9797128164557, -73.0253612927082, -73.0249874747596, -73.0533012315326, -73.050386736274, -73.0817828851974, -73.0930748706931, -73.1644658102212, -73.1630237929796, -73.3355077252617, -73.3247422760228, -73.3748614926825, -73.3875649310366, -73.4385386553268, -73.4964253696593, -73.4890093623941, -73.5017814411005, 
-73.5171473998653, -73.4842302843442, -73.045632472359, -73.0060955258547, 42.0360091861792, 41.9694248326459, 41.9755404549132, 41.8981488462812, 41.8961154859294, 41.8503739696221, 41.8320143072223, 41.8062729318315, 41.797239343435, 41.6425766223667, 41.6297627378005, 41.6125126143174, 41.6072748114983, 41.595903203194, 41.5893226396727, 41.5707906770378, 41.5544786211008, 41.5208786247318, 41.5064503708847, 41.4778021154291, 41.493937934024, 41.5144265352283, 41.5042218647164, 41.6419969351654, 
41.6474176580478, 41.6660829124761, 41.6656861453381, 42.0474280397675, 42.0363103748645, 42.0360091861792)))"
Hartford,Connecticut,9003,"list(list(c(-72.4108754014016, -72.4254252911332, -72.4659996135272, -72.5053221949163, -72.7127353634152, -72.7137273589664, -72.7538366364983, -72.7546988629307, -72.799553701299, -72.8178192357591, -72.830965028806, -72.8475900847493, -72.8473002411486, -72.8699832614634, -72.8850899410109, -72.9458907361696, -72.9385354950427, -72.9797128164557, -73.0181051527087, -72.9539317591706, -72.9369098842852, -72.9612791260836, -72.9458059847611, -72.9174082018362, -72.8859582285159, -73.0286493986992, 
-73.0060955258547, -72.8164509874696, -72.8176795720688, -72.7675750159522, -72.7558938267083, -72.6095266936908, -72.6078252936236, -72.5819073700664, -72.5712258951755, -72.5075717853287, -72.49465475892, -72.5113636856032, -72.5186653613534, -72.5008424406062, -72.504863366539, -72.4778087069445, -72.4512050015132, -72.4180621757923, -72.4108754014016, 41.6100232748104, 41.5911329318307, 41.5888976393332, 41.6452026727337, 41.6265601602786, 41.6061437221013, 41.5951915193002, 41.5811265671817, 
41.5788298350934, 41.5513026190511, 41.5723102967306, 41.5692813145449, 41.549757511771, 41.550863683425, 41.5655236567405, 41.5628606700934, 41.6431529423054, 41.6425766223667, 41.797239343435, 41.8062729318315, 41.8320143072223, 41.8503739696221, 41.8961154859294, 41.8981488462812, 41.9755404549132, 41.9694248326459, 42.0360091861792, 42.033507724527, 41.9971850632575, 42.002167161338, 42.0338475072217, 42.0305368664736, 42.0228008138527, 42.0216068861559, 42.030124972556, 42.03076599574, 41.9420487807907, 
41.9399736145791, 41.8574093208055, 41.854929772262, 41.8109277319908, 41.8087953223156, 41.6749839343358, 41.6455229253055, 41.6100232748104)))"
Clinton,Iowa,19045,"list(list(c(-90.9009667997709, -90.9008728272434, -90.8989100757973, -90.1506630464291, -90.1427967584531, -90.1546448603121, -90.1959656789143, -90.2554387365424, -90.3050158757335, -90.3261570006185, -90.3902765697596, -90.4170490527513, -90.5108169025252, -90.5451046493217, -90.6626013393585, -90.715108618628, -90.7367463888391, -90.7723231755489, -90.9009667997709, 41.7681903837343, 41.9484713419917, 42.0356878457226, 42.0334532266776, 41.9839895383328, 41.9308021238296, 41.8061669925709, 41.7817690513347, 
41.7564970723452, 41.7227679285059, 41.7346008517813, 41.7593806405922, 41.7745700511907, 41.762492509241, 41.7587602354159, 41.7346662802831, 41.7408152125478, 41.7686194247889, 41.7681903837343)))"
Tolland,Connecticut,9013,"list(list(c(-72.4108754014016, -72.4180621757923, -72.4512050015132, -72.4778087069445, -72.504863366539, -72.5008424406062, -72.5186653613534, -72.5113636856032, -72.49465475892, -72.5075717853287, -72.136346732553, -72.0949717787296, -72.1005031032361, -72.2171280867013, -72.2208284492381, -72.1666741123388, -72.1574729378747, -72.1855114597861, -72.1989853278147, -72.2568629764403, -72.2369880976912, -72.268673831195, -72.2771123465905, -72.2720769421535, -72.3184345639018, -72.3272392302481, 
-72.3367460485449, -72.3687065506738, -72.3812192465547, -72.4108754014016, 41.6100232748104, 41.6455229253055, 41.6749839343358, 41.8087953223156, 41.8109277319908, 41.854929772262, 41.8574093208055, 41.9399736145791, 41.9420487807907, 42.03076599574, 42.0264020752621, 42.0257994906754, 41.9586577774818, 41.959866624742, 41.8386559995101, 41.8360773498392, 41.764197742807, 41.7509761604505, 41.7298198051779, 41.7278934719715, 41.7108226422689, 41.698085375877, 41.6800342065321, 41.6595377829179, 
41.6487994789956, 41.6402889041812, 41.6022754108686, 41.6008678951172, 41.591037405182, 41.6100232748104)))"
Windham,Connecticut,9015,"list(list(c(-71.7882488679261, -71.7926052250143, -71.8582730614819, -71.9514150666554, -72.1620130956947, -72.2369880976912, -72.2568629764403, -72.1989853278147, -72.1855114597861, -72.1574729378747, -72.1666741123388, -72.2208284492381, -72.2171280867013, -72.1005031032361, -72.0949717787296, -71.8023407063411, -71.7978316309447, -71.7882488679261, 41.7216033736994, 41.6417579113275, 41.6446835444545, 41.6325829497073, 41.6616433581007, 41.7108226422689, 41.7278934719715, 41.7298198051779, 41.7509761604505, 
41.764197742807, 41.8360773498392, 41.8386559995101, 41.959866624742, 41.9586577774818, 42.0257994906754, 42.0179769253087, 42.0042748086824, 41.7216033736994)))"
Sullivan,New York,36105,"list(list(c(-74.3704100238535, -74.4065214282501, -74.4760433816436, -74.7463647854295, -74.7593278656293, -74.7548266126428, -74.7927990253522, -74.8640666712665, -74.8952792784781, -74.8985597174713, -74.9325644069963, -74.9717879908661, -75.0148868277097, -75.0250873538986, -75.0698653668765, -75.0724517353493, -75.0513249601832, -75.065400894758, -75.0569699427522, -75.0613185292344, -75.0971549577898, -75.0968267792, -75.0798430320877, -75.117777420632, -75.1247508141843, -75.1482805715236, 
-74.7890089900231, -74.4557070843152, -74.5767142232802, -74.3952367989281, -74.3704100238535, 41.5943319348739, 41.5747014675828, 41.5077382711091, 41.4987337447787, 41.4500893373176, 41.4301463880607, 41.4299171551862, 41.4471547938958, 41.4446712046372, 41.4618942346077, 41.484350664054, 41.4836026137246, 41.5395558976973, 41.5658009119595, 41.6044779632132, 41.6130800757653, 41.6373147824733, 41.7148367818725, 41.7267080919412, 41.770260369542, 41.7790417758746, 41.7972073285386, 41.8141483373184, 
41.8369868215555, 41.849182373107, 41.8557893566884, 42.0215160736748, 41.8719076655179, 41.7451940525891, 41.641920213383, 41.5943319348739)))"
Providence,Rhode Island,44007,"list(list(c(-71.7882488679261, -71.7978316309447, -71.4974303670734, -71.3786442226911, -71.3824052995621, -71.3839531524564, -71.3330859372712, -71.3424931364002, -71.3345427186642, -71.3454831619483, -71.3397986010931, -71.3193277686743, -71.3673874639422, -71.393580622361, -71.4158290067849, -71.4383901839989, -71.4538633253214, -71.7882488679261, 41.7216033736994, 42.0042748086824, 42.0092534876963, 42.0137132974511, 41.979263093187, 41.8884397332105, 41.8960311489532, 41.8757828666878, 41.8579035831458, 
41.8131613667591, 41.7844255624769, 41.7721958720634, 41.741350192863, 41.7611558096115, 41.7600876103183, 41.7491813577003, 41.7299628879348, 41.7216033736994)))"
Cache,Utah,49005,"list(list(c(-111.502782624034, -111.64638181542, -111.693388697195, -111.716155484642, -111.749222728269, -111.792932645562, -111.847140755054, -111.882076829404, -111.882969723828, -111.910321894021, -111.904096291778, -111.862301518019, -111.874181013126, -111.894285021141, -111.907255664731, -111.927451365896, -111.95069879122, -111.976212021622, -111.98620683397, -112.020419309497, -112.055409311852, -112.051838977454, -112.013042932322, -112.006375182602, -112.028455721939, -112.028753957794, 
-112.044921325049, -112.081964476898, -112.107134971775, -112.120655152615, -112.148123260248, -112.147116500545, -112.100514467339, -111.494586292523, -111.454988010036, -111.456063720915, -111.492449738524, -111.478189744197, -111.485010626658, -111.448601659858, -111.408529888451, -111.414350849342, -111.389057993325, -111.413808150225, -111.425053253065, -111.450650509618, -111.488912506908, -111.502782624034, 41.4170851392062, 41.4163475532927, 41.4273904649668, 41.3856085904136, 41.3696974977418, 
41.3919369718709, 41.396854211294, 41.4223434564249, 41.443739457184, 41.4557401737432, 41.4654902120051, 41.474729203418, 41.4970255065783, 41.4991921069196, 41.5319785208493, 41.5500519659311, 41.5514213021055, 41.5383333223667, 41.5446311394407, 41.6686927481788, 41.7223218439223, 41.7467313892633, 41.7725109442312, 41.7968064170774, 41.8158451786301, 41.8463203553404, 41.853308668456, 41.9056491387186, 41.916612272172, 41.9353115618542, 41.9845431681023, 41.9990540493922, 42.0023006085436, 42.0001709444824, 
41.9379781747841, 41.9166468254663, 41.9018263114326, 41.8711990380625, 41.8473880365931, 41.8239937468169, 41.7153807760906, 41.6810754677248, 41.650867651662, 41.6105654040831, 41.5387582190981, 41.5180405404314, 41.4610415401187, 41.4170851392062)))"
Siskiyou,California,6093,"list(list(c(-121.444736876055, -122.489180287218, -122.515289056856, -122.516135949293, -122.499473490833, -122.477652904167, -122.506897734941, -122.529809677306, -122.543947776728, -122.57229960947, -122.58505583614, -122.637273116397, -122.648877428446, -122.708800559569, -122.726287375708, -122.765816551607, -122.789308129369, -122.819308159429, -122.840648367238, -122.875790828881, -122.919821620394, -122.954574930093, -122.951636967605, -122.961814389192, -122.915776450171, -122.895839510183, 
-122.90394192097, -122.918789217692, -122.968809851265, -123.021050184319, -123.060641266045, -123.116941119041, -123.178199810105, -123.222093528129, -123.293943658663, -123.324210583135, -123.346283610885, -123.370881515714, -123.404139864443, -123.439893820967, -123.435958060875, -123.450576694567, -123.444953780519, -123.468499286286, -123.469377053931, -123.489084812848, -123.648146422121, -123.633711589161, -123.634673227545, -123.607878572425, -123.610236381475, -123.636162075639, -123.645760120849, 
-123.678338645168, -123.680993861209, -123.70938376992, -123.701868713332, -123.673303344339, -123.675065873173, -123.662866021886, -123.663148405705, -123.680239128159, -123.671823769169, -123.693667978477, -123.657907650056, -123.6390855848, -123.599380585992, -123.587783578312, -123.566092346332, -123.550863564664, -123.525770102394, -123.526678434421, -123.513204618197, -123.22210264564, -122.284705081207, -121.441508914554, -121.442683830168, -121.451221291279, -121.454158787531, -121.443065315115, 
-121.444736876055, 41.1808010096861, 41.1797040591511, 41.2008524366016, 41.2117243431415, 41.2960786218897, 41.3147403018393, 41.3362162880352, 41.3393210595306, 41.3632540077089, 41.3652066573673, 41.3250992447807, 41.3191704796836, 41.2882030609906, 41.2719022465301, 41.2461149727604, 41.2279715404212, 41.2009971770878, 41.2014505142369, 41.1932026377065, 41.1965932120874, 41.1745509559364, 41.1733867637582, 41.1312458872118, 41.0853091214798, 41.0606326299236, 41.0192815577624, 40.992082675722, 
40.9873064986983, 41.0090608279981, 40.9993287657379, 41.0483696813168, 41.0711384373168, 41.0663613278204, 41.072414319004, 41.1384559216162, 41.1419609829243, 41.1563264502756, 41.1510083511954, 41.1738992093163, 41.2171257431172, 41.2678070336048, 41.2802615017454, 41.299193754193, 41.3221115504144, 41.3516368482577, 41.3724719666818, 41.3743086788999, 41.3968953437013, 41.4200502470113, 41.4551032948823, 41.4736348430849, 41.5009626653794, 41.5309454964989, 41.5501860347852, 41.5846282094232, 
41.5854212256589, 41.6163006292889, 41.6396351372036, 41.6645712706054, 41.6852314985924, 41.7207112563363, 41.7576021561144, 41.7858001826633, 41.8206198015326, 41.8406856299711, 41.8830782223452, 41.8814769076822, 41.8961787904656, 41.8954659150789, 41.9044383229049, 41.9534989240188, 41.9830432857485, 41.9978329245747, 42.0021917682567, 42.0007645669703, 41.9943345459877, 41.9447442485706, 41.9430847579713, 41.7661618929622, 41.766093356218, 41.1808010096861)))"
